Index       TIME              V(IN)            V(IN1)            V(OUT)            V(VDD)            V(GATE)           V(OUT)            I(V_IN)          I(V_VDD)          I(R_LOAD)    
109      6.31514244e-10    8.00000000e-01    8.00001419e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.41901835e-09    0.00000000e+00    0.00000000e+00
110      6.41514244e-10    8.00000000e-01    7.99998168e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.83155519e-09    0.00000000e+00    0.00000000e+00
111      6.51514244e-10    8.00000000e-01    8.00001226e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.22598807e-09    0.00000000e+00    0.00000000e+00
112      6.61514244e-10    8.00000000e-01    7.99998350e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.64999056e-09    0.00000000e+00    0.00000000e+00
113      6.71514244e-10    8.00000000e-01    8.00001055e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.05520235e-09    0.00000000e+00    0.00000000e+00
114      6.81514244e-10    8.00000000e-01    7.99998511e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.48934955e-09    0.00000000e+00    0.00000000e+00
115      6.91514244e-10    8.00000000e-01    8.00000904e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    9.04097745e-10    0.00000000e+00    0.00000000e+00
116      7.01514244e-10    8.00000000e-01    7.99998653e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.34722093e-09    0.00000000e+00    0.00000000e+00
117      7.11514244e-10    8.00000000e-01    8.00000770e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    7.70406210e-10    0.00000000e+00    0.00000000e+00
118      7.21514244e-10    8.00000000e-01    7.99998779e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22147134e-09    0.00000000e+00    0.00000000e+00
119      7.31514244e-10    8.00000000e-01    8.00000652e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    6.52121069e-10    0.00000000e+00    0.00000000e+00
120      7.41514244e-10    8.00000000e-01    7.99998890e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.11021327e-09    0.00000000e+00    0.00000000e+00
121      7.51514244e-10    8.00000000e-01    8.00000547e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    5.47466893e-10    0.00000000e+00    0.00000000e+00
122      7.61514244e-10    8.00000000e-01    7.99998988e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.01177672e-09    0.00000000e+00    0.00000000e+00
123      7.71514244e-10    8.00000000e-01    8.00000455e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    4.54872855e-10    0.00000000e+00    0.00000000e+00
124      7.81514244e-10    8.00000000e-01    7.99999075e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -9.24684131e-10    0.00000000e+00    0.00000000e+00
125      7.91514244e-10    8.00000000e-01    8.00000373e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    3.72949148e-10    0.00000000e+00    0.00000000e+00
126      8.01514244e-10    8.00000000e-01    7.99999152e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -8.47628241e-10    0.00000000e+00    0.00000000e+00
127      8.11514244e-10    8.00000000e-01    8.00000300e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    3.00466126e-10    0.00000000e+00    0.00000000e+00
128      8.21514244e-10    8.00000000e-01    7.99999221e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -7.79452420e-10    0.00000000e+00    0.00000000e+00
129      8.31514244e-10    8.00000000e-01    8.00000236e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    2.36335849e-10    0.00000000e+00    0.00000000e+00
130      8.41514244e-10    8.00000000e-01    7.99999281e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -7.19133333e-10    0.00000000e+00    0.00000000e+00
131      8.51514244e-10    8.00000000e-01    8.00000180e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.79595750e-10    0.00000000e+00    0.00000000e+00
132      8.61514244e-10    8.00000000e-01    7.99999334e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -6.65765572e-10    0.00000000e+00    0.00000000e+00
133      8.71514244e-10    8.00000000e-01    8.00000129e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.29394185e-10    0.00000000e+00    0.00000000e+00
